Gene	Entries
FLG	set(['MDM2(A)', 'QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)', 'MIR3201(D),FAM19A5(D),LOC339685(D)', 'EGFR(A)', 'FRMPD4(D)'])
PLXNB2	set(['QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)', 'CDK4(A)'])
PLXNB3	set(['CDKN2A(D)', 'CDK4(A)'])
CHD5	set(['QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)'])
LRRK1	set(['CDK4(A)'])
HRNR	set(['MDM4(A)'])
CACNA1S	set(['LRP1B(D)', 'QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)', 'CDKN2A(D)', 'PTEN(D)'])
CHD8	set(['CDKN2A(D)'])
MGAM	set(['PDGFRA(A)'])
GUCY1A3	set(['CDK4(A)'])
SRMS	set(['QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)'])
PVRL4	set(['PTEN'])
PIK3R1	set(['PTEN', 'MDM2(A)', 'DIP2C,C10orf108,LARP4B,GTPBP4,IDI2,IDI2-AS1,IDI1,WDR37,LINC00200,ADARB2,ADARB2-AS1,LOC282980,LOC399708(D)', 'PTEN(D)', 'PDGFRA(A)'])
PPP1R9A	set(['EGFR(A)'])
CARD11	set(['RB1(D)', 'PTEN(D)'])
ANGPT4	set(['CDKN2A(D)'])
DCHS1	set(['PTEN'])
KLHL34	set(['EGFR(A)'])
NACA	set(['CDKN2A(D)'])
FLG2	set(['OBSCN', 'MDM2(A)', 'MDM4(A)', 'FAF1(D)', 'MIR3201(D),FAM19A5(D),LOC339685(D)', 'TP53(D)'])
STAG2	set(['QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)', 'RB1(D)', 'CDK4(A)'])
GPR179	set(['RB1(D)', 'PTEN(D)'])
AKAP6,NPAS3(D),NPAS3(D)	set(['ARID2(D)', 'IDH1', 'MDM2(A)', 'SYNE1', 'LRRIQ1', 'EGFR(A)'])
PLEC	set(['CDKN2A(D)', 'PTEN(D)'])
TMPRSS6	set(['PTEN'])
SPEG	set(['CDKN2A(D)', 'PTEN(D)'])
ITPR3	set(['RB1(D)', 'FAF1(D)'])
BCAR3	set(['QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)'])
DNAH2	set(['CDK4(A)', 'SOX2-OT(A),PIK3CA(A)', 'PTEN(D)', 'DIP2C,C10orf108,LARP4B,GTPBP4,IDI2,IDI2-AS1,IDI1,WDR37,LINC00200,ADARB2,ADARB2-AS1,LOC282980,LOC399708(D)', 'PDGFRA(A)'])
DNAH3	set(['QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)', 'TP53(D)', 'EGFR(A)', 'RPL5,FAM69A,SNORA66(D)'])
DNAH1	set(['PTEN'])
SUPT6H	set(['QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)', 'CDKN2A(D)', 'PTEN(D)'])
MYH4	set(['EGFR(A)'])
DNAH5	set(['RB1(D)'])
SH3TC1	set(['CDK4(A)', 'PDGFRA(A)'])
HNF4A	set(['PTEN'])
ATP6V0A4	set(['CDK4(A)'])
SARDH	set(['TP53'])
PCDH17	set(['MDM4(A)', 'EGFR(A)'])
GPR98	set(['QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)', 'MDM4(A)', 'PTEN(D)'])
SCN5A	set(['MDM4(A)', 'CDKN2A(D)', 'EGFR(A)', 'PDGFRA(A)'])
TBC1D2	set(['CDKN2A(D)'])
CREBBP	set(['QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)', 'CDK4(A)', 'PTEN(D)'])
MDN1	set(['CDKN2A(D)', 'RB1(D)', 'EGFR(A)'])
SCN7A	set(['CDK4(A)'])
PDGFRA	set(['MDM4(A)', 'EGFR(A)'])
TEX15	set(['CDK4(A)'])
CCDC45	set(['CDK4(A)', 'PDGFRA(A)'])
NEB	set(['CDK4(A)'])
PTEN(D)	set(['MYH13', 'CCDC60', 'ADAMTS3', 'PTCH1', 'SMARCA1', 'CACNA1S', 'NLRP12', 'PDPN,PRDM2(A)', 'L1CAM', 'DSCAM', 'FRRS1', 'SDCCAG8,MIR4677,AKT3,LOC339529,ZNF238,C1orf100,ADSS(A)', 'TRH(D)', 'CACNA1H', 'ENPEP', 'TP53', 'LRRK2', 'FAT2', 'ESPL1', 'PIK3R1', 'ABCB4', 'TMEM132D', 'DSG3', 'TERT', 'CARD11', 'BRAF', 'SMC1A', 'ZMYM3', 'SLITRK2', 'MYT1', 'SP1', 'IDH1', 'FBN2', 'UBASH3A', 'DSP', 'FBN1', 'PLEC', 'PCNT', 'PKHD1', 'ADAMTS20', 'SUPT6H', 'ATP2B3', 'PRKDC', 'DNAH2', 'KCNH5', 'KEL', 'MYH7B', 'RASGRF1', 'HCN1', 'PLXNA2', 'DNAH8', 'NWD1', 'MEGF8', 'GPR179', 'PTEN', 'ITGAM', 'GPR98', 'GABRE', 'SPEG', 'PRKD3', 'PKD1', 'CREBBP', 'HEATR7B2'])
SCN10A	set(['QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)', 'EGFR(A)'])
CABIN1	set(['PTEN', 'RB1(D)', 'CDK4(A)', 'PDGFRA(A)'])
PRKDC	set(['PTEN(D)'])
GON4L	set(['RB1(D)'])
SACS	set(['PDGFRA(A)'])
ITIH5	set(['CDKN2A(D)'])
EGFR(A)	set(['ZDBF2', 'PKHD1L1', 'PRPF6', 'PKD1L2', 'DEAF1', 'WHSC1L1', 'PIK3CG', 'MYOM3', 'LINC00478(A)', 'SAMSN1,LOC388813,NRIP1,USP25,LINC00478,MIR99A,MIRLET7C,MIR125B2,C21orf37,CXADR,BTG3,C21orf91-OT1,C21orf91,CHODL-AS1,CHODL,TMPRSS15(A)', 'MET,CAPZA2,ST7-AS1,ST7,ST7-OT4(A)', 'KDM2B', 'PRX', 'MYT1', 'ZMYM3', 'MICALCL', 'CASZ1', 'WNK3', 'IDH1', 'TDRD6', 'IGHMBP2', 'ZFHX3', 'GMIP', 'ATP2B3', 'SAMD9L', 'ADCY1', 'PTEN', 'PKHD1', 'MYO15A', 'CFTR', 'ANKRD52', 'DOCK1', 'MAP1B', 'MYO18B', 'CC2D1A', 'C12orf35', 'FLG', 'LRRK2', 'SRCRB4D', 'AHNAK', 'SKIV2L', 'NF1', 'PPP1R9A', 'TP53(D)', 'MYCNOS,MYCN(A)', 'SDK1', 'UGT2A1', 'AKAP6,NPAS3(D),NPAS3(D)', 'EVPL', 'PCDHA13', 'ITGAX', 'DNAH3', 'TP53', 'ADAMTS3', 'PDGFRA(A)', 'RHBDF2', 'WDFY3', 'PCDH17', 'FLNA', 'FLNC', 'ITGAD', 'PRDM9', 'MDN1', 'PDGFRA', 'SCN10A', 'SHROOM2', 'AKAP13', 'NLRP7', 'MYH4', 'ASPM', 'MYH8', 'HFM1', 'BSN', 'C7', 'LAMA2', 'RIMBP2', 'CELSR3', 'COL5A3', 'NF1,RAB11FIP4(D)', 'SCAF1', 'IGF2BP1', 'PTPRS', 'TMEM2', 'FHOD3', 'TPTE2', 'PLXNA2', 'TAF1L', 'KLHL34', 'C2orf55', 'ZNF407(D)', 'ZNF318', 'PLCG2', 'C8B', 'DSCAM', 'SPTBN4', 'SMARCA4', 'RERE', 'WBSCR17', 'CAND1', 'DDX11', 'RB1', 'BRPF3', 'SLIT3', 'NFKBIL2', 'SP1', 'RPGRIP1L', 'ARID2(D)', 'NOS3', 'PPEF2', 'ATP10B', 'FBN2', 'FAF1(D)', 'PCNT', 'COL24A1', 'SCN5A', 'MYH7B', 'BBS1', 'NOTCH3', 'BRAF', 'C9orf150', 'PTCH1'])
HYDIN	set(['ARID2(D)', 'RPL5,FAM69A,SNORA66(D)', 'FRMPD4(D)', 'MDM2(A)', 'FAF1(D)', 'KRTAP5-5'])
MYH2	set(['PDGFRA(A)'])
MYH3	set(['CDKN2A(D)'])
NLRP7	set(['CDKN2A(D)', 'EGFR(A)'])
GABRA1	set(['CDKN2A(D)', 'PDGFRA(A)'])
NLRP2	set(['QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)'])
SOX2-OT(A),PIK3CA(A)	set(['DNAH2', 'OBSCN', 'DMD', 'KRTAP5-5', 'PIK3CA', 'NF1,RAB11FIP4(D)', 'NF1', 'AHNAK2', 'RB1(D)'])
MYH8	set(['MDM4(A)', 'EGFR(A)'])
MYH9	set(['QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)'])
VAV2(D)	set(['CDK4(A)', 'PDGFRA(A)'])
GABRG2	set(['CDKN2A(D)', 'MDM4(A)'])
ADAM29	set(['PTEN', 'TP53(D)', 'CDKN2A(D)'])
ANO6(A)	set(['CDKN2A(D)'])
LYST	set(['CDK4(A)'])
SEMA3C	set(['PDGFRA(A)'])
KRTAP5-5	set(['INPP5A,NKX6-2,TTC40,LOC399829,GPR123,KNDC1,UTF1,VENTX,MIR202,ADAM8,TUBGCP2,ZNF511,CALY,PRAP1,C10orf125,ECHS1,MIR3944,PAOX,MTG1(D),PAOX(D)', 'TP53', 'SOX2-OT(A),PIK3CA(A)', 'SYNE1', 'HYDIN'])
HSPG2	set(['RB1(D)'])
CEP250	set(['QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)', 'RB1(D)', 'PDGFRA(A)'])
CELSR3	set(['EGFR(A)'])
CELSR2	set(['CDKN2A(D)'])
CELSR1	set(['CDK4(A)'])
COL5A3	set(['PDGFRA(A)', 'MDM4(A)', 'EGFR(A)'])
AGAP3	set(['CDKN2A(D)'])
PTCHD2	set(['QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)', 'CDKN2A(D)', 'PTEN'])
KCNQ5	set(['QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)'])
IGF2BP1	set(['EGFR(A)'])
SYNE1	set(['KRTAP5-5', 'MDM2(A)', 'INPP5A,NKX6-2,TTC40,LOC399829,GPR123,KNDC1,UTF1,VENTX,MIR202,ADAM8,TUBGCP2,ZNF511,CALY,PRAP1,C10orf125,ECHS1,MIR3944,PAOX,MTG1(D),PAOX(D)', 'FAF1(D)', 'AKAP6,NPAS3(D),NPAS3(D)', 'QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)'])
TMEM2	set(['EGFR(A)'])
LINC00478(A)	set(['QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)', 'CDK4(A)', 'EGFR(A)'])
KEL	set(['RB1(D)', 'PTEN(D)', 'FAF1(D)'])
NUP210L	set(['RB1(D)'])
KIF1B	set(['PTEN', 'CDKN2A(D)', 'QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)'])
TPTE2	set(['QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)', 'EGFR(A)', 'CDK4(A)'])
PKD1	set(['MDM4(A)', 'PTEN(D)'])
CACNA1E	set(['PTEN'])
SMC1A	set(['PTEN(D)'])
DSG4	set(['MDM4(A)'])
PITPNM1	set(['PTEN'])
KDR	set(['MDM4(A)'])
QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)	set(['ZDBF2', 'COL11A2', 'ABP1', 'NEFH', 'TP53', 'CNGB1', 'PALM2-AKAP2', 'DCC', 'WHSC1L1', 'PIK3CG', 'SEMG1', 'RB1(D)', 'LINC00478(A)', 'SAMSN1,LOC388813,NRIP1,USP25,LINC00478,MIR99A,MIRLET7C,MIR125B2,C21orf37,CXADR,BTG3,C21orf91-OT1,C21orf91,CHODL-AS1,CHODL,TMPRSS15(A)', 'SLIT3', 'KDM2B', 'MYT1', 'MICALCL', 'IGHMBP2', 'UGT2A1', 'CACNA2D1', 'SIPA1L2', 'INPP5D', 'ADCY1', 'PTPN11', 'MYLK', 'SPEN', 'F8', 'POM121L12', 'GPR116', 'GPR112', 'DOCK8', 'DOCK4', 'MLL2', 'C12orf35', 'FLG', 'PLXNB2', 'CHD5', 'LRRK2', 'XDH', 'SRMS', 'MYCNOS,MYCN(A)', 'STAG2', 'KCNQ5', 'TRRAP', 'DSP', 'C21orf58', 'XIRP2', 'ITGAX', 'DNAH3', 'SUPT6H', 'PDGFRA(A)', 'HECW1', 'GPR98', 'GABRE', 'FLNC', 'CREBBP', 'ZNF292', 'SCN10A', 'TCHH', 'AKAP13', 'ENPEP', 'NLRP2', 'MYH9', 'MIR3201(D),FAM19A5(D),LOC339685(D)', 'BCAR3', 'C3', 'C7', 'ZFHX3', 'EPB41L3', 'WBSCR17', 'CEP250', 'PTCHD2', 'SYNE1', 'LRP2', 'CYP4F22', 'CACNA1S', 'KIF1B', 'TPTE2', 'ABCA4', 'MSH6', 'ODZ3', 'PAN3', 'SIM2', 'GRHL3', 'KIF4B', 'RB1', 'BRPF3', 'GAK', 'TRIML1', 'RPGRIP1L', 'TERT', 'ITGAM', 'UBASH3A', 'FBN2', 'GPC4', 'PTPRS', 'NOTCH2', 'ANK1', 'BCL9', 'MAP3K15'])
UGGT1	set(['PTEN'])
OBSCN	set(['FLG2', 'IDH1', 'SOX2-OT(A),PIK3CA(A)', 'FAF1(D)', 'FRMPD4(D)'])
SCN11A	set(['PDGFRA(A)'])
ZNF318	set(['EGFR(A)', 'CDK4(A)'])
FRMPD4(D)	set(['OBSCN', 'USH2A', 'LRP1B(D)', 'PIK3CA', 'MDM2(A)', 'MDM4(A)', 'FAF1(D)', 'SPTA1', 'CDK4(A)', 'NF1', 'FLG', 'HYDIN'])
EPB41L3	set(['QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)', 'CDK4(A)'])
MSH6	set(['QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)', 'CDKN2A(D)'])
SCN9A	set(['CDKN2A(D)', 'FAF1(D)'])
MEGF8	set(['PTEN(D)', 'FAF1(D)'])
FAM83H	set(['RB1(D)'])
NLRP11	set(['PTEN'])
CDK4(A)	set(['ZDBF2', 'COL11A2', 'ABP1', 'SBF1', 'PRPF8', 'FBLN2', 'ADAMTS3', 'ESPL1', 'LINC00478(A)', 'MIR4710,INF2,ADSSL1,SIVA1,AKT1,ZBTB42(A)', 'MYT1', 'MICALCL', 'SP1', 'ZNF208', 'SETD2', 'UBR4', 'PTPN11', 'GPR112', 'RPL5,FAM69A,SNORA66(D)', 'RRP1B', 'DOCK5', 'CHL1', 'PLXNB2', 'PLXNB3', 'LRRK1', 'CABIN1', 'FRMPD4(D)', 'AHNAK', 'AFF2', 'GUCY1A3', 'NF1', 'PLCB2', 'PLCB3', 'STAG2', 'MC3R', 'ITGAX', 'SH3TC1', 'COL22A1', 'HOOK1', 'ATP6V0A4', 'FLNA', 'FLNC', 'CREBBP', 'MYOM3', 'SCN7A', 'TEX15', 'AMPD1', 'NEB', 'ZFHX3', 'ZNF831', 'ALS2CR11', 'CIITA', 'VAV2(D)', 'LYST', 'PTPRD', 'DNAH2', 'EPB41L3', 'RIMBP2', 'CELSR1', 'MAST2', 'NF1,RAB11FIP4(D)', 'BCOR', 'SYNE2', 'SLC27A2', 'CYP4F22', 'TPTE2', 'C7', 'ABCA4', 'HTR3A', 'SLITRK2', 'ZNF318', 'BIRC6', 'EGFR', 'PLCG2', 'NLRP12', 'DSCAM', 'FRRS1', 'UBASH3A', 'PLEKHG4B', 'KIF4B', 'RB1', 'LRP1B', 'CDKN2A(D)', 'HOMER1', 'ECEL1', 'ULK2', 'CCDC45', 'NLGN4X', 'FBN2', 'FAF1(D)', 'TNN', 'COL14A1', 'NOTCH2', 'SPHKAP', 'C9orf150'])
ODZ1	set(['RB1(D)'])
TMEM132D	set(['TP53(D)', 'PTEN(D)', 'MDM4(A)'])
SMARCA1	set(['PTEN(D)', 'PDGFRA(A)'])
SMARCA4	set(['CDKN2A(D)', 'EGFR(A)'])
RERE	set(['CDKN2A(D)', 'EGFR(A)'])
ARAP3	set(['PTEN'])
RIMBP2	set(['EGFR(A)', 'CDK4(A)'])
CAND1	set(['EGFR(A)'])
ACRC	set(['CDKN2A(D)'])
RB1	set(['ARID2(D)', 'FAF1(D)', 'CDKN2A(D)', 'PDPN,PRDM2(A)', 'CDK4(A)', 'QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)', 'EGFR(A)'])
LRP1B	set(['PTEN', 'MDM4(A)', 'CDK4(A)'])
DUOX2	set(['PDGFRA(A)'])
NFKBIL2	set(['CDKN2A(D)', 'EGFR(A)'])
ABCB4	set(['PTEN(D)', 'MDM4(A)'])
CRYBA2	set(['PDGFRA(A)'])
DGKD	set(['CDKN2A(D)'])
ABCC9	set(['FAF1(D)'])
ULK2	set(['CDK4(A)'])
SLC13A3	set(['PTEN'])
SLBP,TMEM129,TACC3,FGFR3,LETM1,WHSC1,SCARNA22(A)	set(['TP53(D)'])
ATP10B	set(['CDKN2A(D)', 'EGFR(A)'])
HOOK1	set(['CDKN2A(D)', 'CDK4(A)', 'PDGFRA(A)'])
CROCC	set(['CDKN2A(D)', 'FAF1(D)', 'PDGFRA(A)'])
DNMT3L	set(['CDKN2A(D)'])
GPC4	set(['QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)'])
COL24A1	set(['EGFR(A)'])
TNN	set(['CDK4(A)'])
PTPRT	set(['RB1(D)'])
MYH7B	set(['EGFR(A)', 'PTEN(D)', 'MDM4(A)'])
LRRK2	set(['PDGFRA(A)', 'PTEN(D)', 'CDKN2A(D)', 'RB1(D)', 'QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)', 'EGFR(A)'])
BBS1	set(['EGFR(A)'])
PREX1	set(['PTEN'])
COL14A1	set(['CDK4(A)'])
NOTCH2	set(['PTEN', 'CDKN2A(D)', 'CDK4(A)', 'QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)'])
NOTCH3	set(['CDKN2A(D)', 'EGFR(A)'])
PTPRD	set(['PTEN', 'CDK4(A)'])
BRAF	set(['EGFR(A)', 'PTEN(D)'])
SRCRB4D	set(['CDKN2A(D)', 'EGFR(A)'])
AHNAK2	set(['SOX2-OT(A),PIK3CA(A)'])
KIAA1409	set(['CDKN2A(D)'])
PTCH1	set(['EGFR(A)', 'PTEN(D)'])
HEATR7B2	set(['LRP1B(D)', 'PTEN', 'MDM2(A)', 'PTEN(D)'])
